-6712001.128209 -941834.886924   0.000000 1065.861263 -7594.236802   0.000000   8.592485   1.205772  -0.000000 399658.633892
-6562725.499227 -1693616.991627   0.000000 1916.466322 -7425.358190   0.000000   8.401464   2.168200  -0.000000 399635.941488
-6329524.811986 -2423740.200124   0.000000 2742.570937 -7161.520893   0.000000   8.102999   3.102919  -0.000000 399613.545381
-6015380.545679 -3122867.291806   0.000000 3533.609995 -6806.097201   0.000000   7.700901   3.997973  -0.000000 399591.585752
-5624309.390651 -3782057.268238   0.000000 4279.466490 -6363.630820   0.000000   7.200311   4.841915  -0.000000 399570.197198
-5161311.911990 -4392879.714624   0.000000 4970.600944 -5839.778827   0.000000   6.607628   5.623948  -0.000000 399549.507020
-4632308.626019 -4947522.636973   0.000000 5598.173456 -5241.239368   0.000000   5.930428   6.334070  -0.000000 399529.633585
-4044064.306274 -5438892.394753   0.000000 6154.156814 -4575.666037   0.000000   5.177372   6.963195  -0.000000 399510.684819
-3404101.486360 -5860704.449800   0.000000 6631.439215 -3851.570019   0.000000   4.358088   7.503274  -0.000000 399492.756824
-2720604.265528 -6207563.769562   0.000000 7023.915283 -3078.211254   0.000000   3.483055   7.947398  -0.000000 399475.932646
-2002313.647069 -6475033.855071   0.000000 7326.564211 -2265.480011   0.000000   2.563463   8.289883  -0.000000 399460.281219
-1258415.748256 -6659693.509551   0.000000 7535.514038 -1423.770389   0.000000   1.611073   8.526347  -0.000000 399445.856474
-498424.311924 -6759180.620427   0.000000 7648.091216 -563.847360   0.000000   0.638067   8.653762  -0.000000 399432.696658
267940.977061 -6772222.393747   0.000000 7662.854855 303.290936   0.000000  -0.343110   8.670498  -0.000000 399420.823838
1030878.813372 -6698651.653468   0.000000 7579.615184 1166.553888   0.000000  -1.319908   8.576338  -0.000000 399410.243620
1780631.639879 -6539408.996508   0.000000 7399.436007 2014.900304   0.000000  -2.279831   8.372485  -0.000000 399400.945080
2507610.458953 -6296530.775585   0.000000 7124.621114 2837.479659   0.000000  -3.210602   8.061546  -0.000000 399392.900899
3202517.489066 -5973123.063384   0.000000 6758.684821 3623.770921   0.000000  -4.100315   7.647498  -0.000000 399386.067717
3856465.096943 -5573321.931125   0.000000 6306.307020 4363.717148   0.000000  -4.937587   7.135635  -0.000000 399380.386684
4461089.483196 -5102240.549848   0.000000 5773.273310 5047.854149   0.000000  -5.711711   6.532504  -0.000000 399375.784213
5008657.666631 -4565903.791502   0.000000 5166.400986 5667.431564   0.000000  -6.412784   5.845821  -0.000000 399372.172924
5492166.398265 -3971171.166900   0.000000 4493.451815 6214.524796   0.000000  -7.031838   5.084368  -0.000000 399369.452757
5905431.739519 -3325649.086958   0.000000 3763.032741 6682.136387   0.000000  -7.560955   4.257884  -0.000000 399367.512257
6243168.158657 -2637593.570182   0.000000 2984.485774 7064.285513   0.000000  -7.993369   3.376942  -0.000000 399366.229996
6501056.133832 -1915804.641627   0.000000 2167.768476 7356.084477   0.000000  -8.323547   2.452809  -0.000000 399365.476129
6675797.398280 -1169513.774733   0.000000 1323.326579 7553.801217   0.000000  -8.547269   1.497306  -0.000000 399365.114050
6765157.121495 -408265.816366   0.000000 461.960371 7654.907014   0.000000  -8.661672   0.522653  -0.000000 399365.002147
6767992.487432 358203.094208   0.000000 -405.313459 7658.108818   0.000000  -8.665295  -0.458685  -0.000000 399364.995604
6684267.304907 1120090.050600   0.000000 -1267.402729 7563.365758   0.000000  -8.558092  -1.434155  -0.000000 399364.948261
6515052.464087 1867650.755953   0.000000 -2113.281628 7371.889640   0.000000  -8.341434  -2.391281  -0.000000 399364.714480
6262512.234016 2591324.147415   0.000000 -2932.131728 7086.129423   0.000000  -8.018093  -3.317824  -0.000000 399364.151006
5929876.577205 3281854.674702   0.000000 -3713.480334 6709.739873   0.000000  -7.592205  -4.201934  -0.000000 399363.118804
5521399.836063 3930410.669219   0.000000 -4447.334408 6247.534806   0.000000  -7.069216  -5.032304  -0.000000 399361.484833
5042306.320147 4528697.290376   0.000000 -5124.308348 5705.425506   0.000000  -6.455816  -5.798314  -0.000000 399359.123746
4498723.490579 5069062.605263   0.000000 -5735.743999 5090.345117   0.000000  -5.759849  -6.490168  -0.000000 399355.919500
3897603.596421 5544595.445738   0.000000 -6273.821359 4410.159978   0.000000  -4.990215  -7.099019  -0.000000 399351.766832
3246634.765290 5949213.792209   0.000000 -6731.658564 3673.569025   0.000000  -4.156758  -7.617081  -0.000000 399346.572611
2554142.685136 6277742.554576   0.000000 -7103.399878 2889.992554   0.000000  -3.270135  -8.037727  -0.000000 399340.257026
1828984.134264 6525979.756315   0.000000 -7384.290564 2069.451772   0.000000  -2.341684  -8.355578  -0.000000 399332.754608
1080433.720692 6690750.275952   0.000000 -7570.737683 1222.440659   0.000000  -1.383279  -8.566569  -0.000000 399324.015064
318065.278658 6769946.459104   0.000000 -7660.356037 359.791795   0.000000  -0.407175  -8.667999  -0.000000 399314.003927
-448370.561742 6762555.082057   0.000000 -7651.998682 -507.462144   0.000000   0.574145  -8.658572  -0.000000 399302.702990
-1209071.066927 6668670.322155   0.000000 -7545.771609 -1368.229445   0.000000   1.548131  -8.538405  -0.000000 399290.110542
-1954306.760494 6489492.569014   0.000000 -7343.032410 -2211.501184   0.000000   2.502328  -8.309033  -0.000000 399276.241393
-2674545.849834 6227313.091417   0.000000 -7046.372956 -3026.491985   0.000000   3.424532  -7.973389  -0.000000 399261.126677
-3360576.128304 5885484.755435   0.000000 -6659.586281 -3802.777936   0.000000   4.302949  -7.535762  -0.000000 399244.813464
-4003622.794642 5468379.167455   0.000000 -6187.618129 -4530.429888   0.000000   5.126344  -7.001746  -0.000000 399227.364148
-4595460.683414 4981330.789277   0.000000 -5636.503749 -5200.140437   0.000000   5.884184  -6.378170  -0.000000 399208.855659
-5128519.471512 4430568.738874   0.000000 -5013.290769 -5803.342964   0.000000   6.566777  -5.673005  -0.000000 399189.378473
-5595980.515305 3823137.147853   0.000000 -4325.949114 -6332.321218   0.000000   7.165389  -4.895268  -0.000000 399169.035458
-5991864.079832 3166805.092928   0.000000 -3583.269133 -6780.308028   0.000000   7.672362  -4.054904  -0.000000 399147.940556
-6311105.844017 2469967.252110   0.000000 -2794.749220 -7141.571902   0.000000   8.081208  -3.162660  -0.000000 399126.217332
-6549621.702794 1741536.555019   0.000000 -1970.474382 -7411.490375   0.000000   8.386696  -2.229946  -0.000000 399103.997386
-6704360.036417 990830.199248   0.000000 -1120.987283 -7586.609192   0.000000   8.584915  -1.268690  -0.000000 399081.418675
-6773340.777355 227450.489755   0.000000 -257.153429 -7664.686559   0.000000   8.673325  -0.291188  -0.000000 399058.623750
-6755680.773819 -538837.975294   0.000000 609.977787 -7644.721883   0.000000   8.650791   0.690058  -0.000000 399035.757926
-6651605.124105 -1298233.201820   0.000000 1469.314417 -7526.968649   0.000000   8.517599   1.662496  -0.000000 399012.967431
-6462444.335332 -2041021.182897   0.000000 2309.863836 -7312.931250   0.000000   8.275447   2.613686  -0.000000 398990.397531
-6190617.341431 -2757700.163721   0.000000 3120.873374 -7005.345816   0.000000   7.927431   3.531460  -0.000000 398968.190671
-5839600.596160 -3439102.198620   0.000000 3891.967891 -6608.145282   0.000000   7.477998   4.404075  -0.000000 398946.484659
-5413883.635178 -4076510.444565   0.000000 4613.282527 -6126.409144   0.000000   6.932896   5.220367  -0.000000 398925.410893
-4918911.674395 -4661770.689968   0.000000 5275.588951 -5566.298531   0.000000   6.299093   5.969891  -0.000000 398905.092690
-4361015.977903 -5187395.691038   0.000000 5870.413460 -4934.977434   0.000000   5.584698   6.643056  -0.000000 398885.643701
-3747332.885452 -5646660.979806   0.000000 6390.145443 -4240.521095   0.000000   4.798846   7.231248  -0.000000 398867.166458
-3085712.534785 -6033690.916940   0.000000 6828.134804 -3491.812723   0.000000   3.951590   7.726938  -0.000000 398849.751067
-2384618.446267 -6343533.887148   0.000000 7178.777095 -2698.429860   0.000000   3.053769   8.123783  -0.000000 398833.474048
-1653019.254397 -6572225.673929   0.000000 7437.585276 -1870.521853   0.000000   2.116868   8.416704  -0.000000 398818.397359
-900273.971555 -6716840.201652   0.000000 7601.247175 -1018.680002   0.000000   1.152874   8.601949  -0.000000 398804.567602
-136012.252302 -6775526.994708   0.000000 7667.667907 -153.802035   0.000000   0.174121   8.677147  -0.000000 398792.015430
629988.809259 -6747534.873545   0.000000 7635.996721 713.047335   0.000000  -0.806870   8.641335  -0.000000 398780.755149
1387929.772050 -6633221.583678   0.000000 7506.637910 1570.778005   0.000000  -1.777546   8.494968  -0.000000 398770.784537
2128114.229187 -6434049.233954   0.000000 7281.245666 2408.416402   0.000000  -2.725488   8.239918  -0.000000 398762.084875
2841072.872679 -6152565.602149   0.000000 6962.702928 3215.245911   0.000000  -3.638567   7.879448  -0.000000 398754.621181
3517684.653433 -5792371.546997   0.000000 6555.084499 3980.944021   0.000000  -4.505100   7.418168  -0.000000 398748.342664
4149293.485522 -5358074.943759   0.000000 6063.604907 4695.714422   0.000000  -5.314000   6.861981  -0.000000 398743.183366
4727819.000803 -4855231.733051   0.000000 5494.551682 5350.412367   0.000000  -6.054917   6.218001  -0.000000 398739.063013
5245859.936221 -4290274.837694   0.000000 4855.204891 5936.661690   0.000000  -6.718371   5.494470  -0.000000 398735.888038
5696788.830570 -3670431.857695   0.000000 4153.743975 6446.961986   0.000000  -7.295873   4.700642  -0.000000 398733.552780
6074836.818857 -3003632.597132   0.000000 3399.143078 6874.784574   0.000000  -7.780036   3.846676  -0.000000 398731.940833
6375167.439348 -2298407.606841   0.000000 2601.056206 7214.656026   0.000000  -8.164664   2.943497  -0.000000 398730.926540
6593938.509105 -1563779.041714   0.000000 1769.693693 7462.228187   0.000000  -8.444838   2.002661  -0.000000 398730.376597
6728351.276729 -809145.229690   0.000000 915.691551 7614.333781   0.000000  -8.616974   1.036204  -0.000000 398730.151759
6776686.223928 -44160.429856   0.000000  49.975381 7669.026921   0.000000  -8.678869   0.056491  -0.000000 398730.108623
6738325.058517 721388.681546   0.000000 -816.379413 7625.607975   0.000000  -8.629733  -0.923943  -0.000000 398730.101463
6613758.618185 1477708.216689   0.000000 -1672.289321 7484.632494   0.000000  -8.470194  -1.892557  -0.000000 398729.984092
6404580.584715 2215122.371418   0.000000 -2506.804520 7247.904074   0.000000  -8.202295  -2.836958  -0.000000 398729.611733
6113467.089838 2924197.207277   0.000000 -3309.248946 6918.451264   0.000000  -7.829463  -3.745065  -0.000000 398728.842872
5744142.474389 3595861.337050   0.000000 -4069.356860 6500.488796   0.000000  -7.356469  -4.605262  -0.000000 398727.541068
5301331.639455 4221521.970274   0.000000 -4777.404159 5999.363650   0.000000  -6.789362  -5.406544  -0.000000 398725.576698
4790699.599619 4793174.834770   0.000000 -5424.332745 5421.486645   0.000000  -6.135399  -6.138661  -0.000000 398722.828617
4218779.011962 5303506.568674   0.000000 -6001.866388 4774.250415   0.000000  -5.402945  -6.792248  -0.000000 398719.185705
3592886.608093 5745988.273855   0.000000 -6502.616567 4065.934851   0.000000  -4.601369  -7.358944  -0.000000 398714.548288
